25608,第八单元  《10以内的加法和减法》,25572
77680,丰收的果园,25572
25610,第九单元 《认识11-20各数》,25572
77681,第十单元 《20以内的进位加法》,25572
25614,一 20以内的退位减法,25573
25615,二 认识图形（二）,25573
25616,三 认识100以内的数,25573
86185,我们认识的数,25573
25617,四 100以内的加法和减法(一),25573
25618,五 元、角、分,25573
86189,小小商店,25573
25619,六 100以内的加法和减法（二）,25573
93263,一 100以内的加法和减法（三）,25574
93264,二 平行四边形的初步认识,25574
93265,有趣的七巧板,25574
93266,三 表内乘法（一）,25574
93267,四 表内除法（一）,25574
93687,五 厘米和米,25574
93268,我们身体上的“尺”,25574
93269,六 表内乘法和表内除法（二）,25574
93270,七 观察物体,25574
25634,一 有余数的除法,25575
96841,二 时、分、秒,25575
25638,三 认识方向,25575
96842,四 认识万以内的数,25575
25636,五 分米和毫米,25575
96843,六 两、三位数的加法和减法,25575
96844,七 角的初步认识,25575
96845,八 数据的收集和整理（一）,25575
100246,一 两、三位数乘一位数,25576
25646,二 千克和克,25576
25649,三 长方形和正方形,25576
100247,四 两、三位数除以一位数,25576
100248,五 解决问题的策略,25576
100250,六 平移、旋转和轴对称,25576
100251,七 分数的初步认识（一）,25576
100252,多彩的“分数条”,25576
102974,一 两位数乘两位数,25577
25724,二 千米和吨,25577
102975,有趣的乘法计算,25577
102976,三 解决问题的策略,25577
102977,四 混合运算,25577
102978,算 “24 点  ”,25577
25720,五 年、月、日,25577
25727,六 长方形和正方形的面积,25577
25726,七 分数的初步认识（二）,25577
102979,八 小数的初步认识,25577
102980,九 数据的收集和整理（二）,25577
100103,一 升和毫升,25578
100104,二 两、三位数除以两位数,25578
100105,三 观察物体,25578
100106,四 统计表和条形统计图（一）,25578
100107,五 解决问题的策略,25578
100108,六 可能性,25578
25732,七 整数四则混合运算,25578
100109,八 垂线与平行线,25578
100110,九 整理与复习,25578
102982,一 平移、 旋转和轴对称,25579
102983,二 认识多位数,25579
102984,三 三位数乘两位数,25579
102985,四 用计算器计算,25579
102986,一亿有多大,25579
102987,五 解决问题的策略,25579
102988,六 运算律,25579
102989,七 三角形、 平行四边形和梯形,25579
102990,多边形的内角和,25579
102991,八 确定位置,25579
102992,数字与信息,25579
25754,一 负数的初步认识,25580
25755,二 多边形的面积,25580
25756,三 小数的意义和性质,25580
25757,四 小数加法和减法,25580
100112,五 小数乘法和除法,25580
100113,六 统计表和条形统计图（二）,25580
100114,七 解决问题的策略,25580
100115,八 用字母表示数,25580
100116,九 整理与复习,25580
25765,一 简易方程,25581
25771,二 折线统计图,25581
25767,三 倍数与因数,25581
25772,四 分数的意义和性质,25581
102995,五 分数加法和减法,25581
25774,六  圆,25581
25773,七 解决问题的策略,25581
25584,一 长方体和正方体,25582
25585,二 分数乘法,25582
25586,三 分数除法,25582
25589,四 解决问题的策略,25582
25588,五 分数四则混合运算,25582
25591,六 百分数,25582
123809,七 整理与复习,25582
25599,一 扇形统计图,25592
25594,二 圆柱和圆锥,25592
25598,三 解决问题的策略,25592
25597,四 比例,25592
25596,五 确定位置,25592
25595,六 正比例和反比例,25592
130535,七 总复习,25592
47523,一 表内乘法（一）,47503
47524,二 角的初步认识,47503
47525,三 表内乘法（二）,47503
100352,四 观察物体,47503
47526,五 测量长度,47503
47528,六 表内除法,47503
47592,一 万以内数的认识,47504
105680,二 千米的认识,47504
47594,三 三位数的加减法,47504
105683,四 认识图形,47504
47598,五 有余数的除法,47504
47599,六 时  分 秒,47504
105681,七 收集与整理,47504
100362,一 克、千克、吨,47505
47535,二 一位数乘两位数、三位数的乘法,47505
47536,三 辨认方向,47505
47539,四 两位数除以一位数的除法,47505
100354,五 四则混合运算,47505
47542,六 年、月、日,47505
47540,七 周长,47505
47541,八 分数的初步认识,47505
105983,第一单元 两位数乘两位数的乘法,47506
47605,第二单元 长方形和正方形的面积,47506
105984,第三单元 三位数除以一位数的除法,47506
105978,第四单元 旋转、平移和轴对称,47506
47610,第五单元 小数的初步认识,47506
105979,第六单元 简单的统计活动,47506
47546,衔接内容  四则混合运算,47507
47547,一 万以上数的认识,47507
47548,二 加减法的关系和加法运算律,47507
47549,三 角,47507
100374,四 三位数乘两位数的乘法,47507
47551,五 相交与平行,47507
109860,六 条形统计图,47507
47552,七 三位数除以两位数的除法,47507
47554,八 不确定现象,47507
47615,第一单元 四则混和运算,47508
47616,第二单元 乘除法的关系和运算律,47508
47618,第三单元 确定位置,47508
47619,第四单元 三角形,47508
47620,第五单元 小数,47508
47622,第六单元 平行四边形和梯形,47508
